title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious
Vishnu Mandir Temple,4.0,6,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
Dolma Treks,5.0,3,"['Historic Sites', 'Historic Walking Areas']",True,True,False,False,False,False,False,False,False
Chyasin Dega Temple,3.5,5,['Religious Sites'],True,True,False,False,False,False,False,False,True
Bhadrakali Temple,5.0,8,['Religious Sites'],True,True,False,False,False,False,False,False,True
The City Museum Kathmandu,4.0,6,['Speciality Museums'],False,False,False,False,False,False,False,False,False
Bachhareshwari　Mandir Temple,5.0,4,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
Blue Moon Curio Shop,5.0,1,['Antique Shops'],True,True,False,False,False,False,False,False,True
Chabdi Barahi Temple,3.5,3,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
Gorakhnath Mandir Temple,3.5,3,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
Singha Sattal (Silyan Sattal),3.5,7,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
Indoor Sports Arena,5.0,2,['Sports Complexes'],False,False,False,False,True,False,False,False,False
Mahendreswor Mandir Temple,3.5,9,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False
Sara Enterprises,5.0,1,['Art Galleries'],True,True,False,False,False,False,False,False,True
Pharping HydroPower Dam,3.0,1,['Dams'],False,False,True,False,False,False,False,False,False
Ashok Stupa,3.5,2,"['Historic Sites', 'Monuments & Statues']",True,True,False,False,False,False,False,False,False
Dirghaman & Ganeshman Chitrakar Art Foundation,4.0,1,['Art Galleries'],True,True,False,False,False,False,False,False,True
Stone Vishnu Mandir Temple,3.0,6,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
Maha Vishnu Mandir Temple,3.5,4,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False
Rizvi Brothers Paper Mache Gift Shop,5.0,1,['Art Galleries'],True,True,False,False,False,False,False,False,True
Itum bahal,4.0,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
Pandra Shivalaya,3.5,3,"['Points of Interest & Landmarks', 'Architectural Buildings']",True,True,True,False,False,False,False,False,False
Woodcraft Gallery,5.0,1,['Art Galleries'],True,True,False,False,False,False,False,False,True
Buddha Nepal Art Gallery,5.0,1,['Art Galleries'],True,True,False,False,False,False,False,False,True
Aviation Museum,5.0,1,['Speciality Museums'],False,False,False,False,False,False,False,False,False
Handy-Mandy Craft House,5.0,1,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
Karmaraja Mahavihara,3.5,5,['Religious Sites'],True,True,False,False,False,False,False,False,True
Shree Tanadevi Temple,4.0,3,['Religious Sites'],True,True,False,False,False,False,False,False,True
Bhimsen Sthan Temple,4.0,1,['Religious Sites'],True,True,False,False,False,False,False,False,True
Chandragiri Hill,5.0,1,"['Points of Interest & Landmarks', 'Lookouts']",True,True,True,False,False,False,False,False,False
Tri Chandra Collage,4.0,1,['Architectural Buildings'],True,True,False,False,False,False,False,False,False
Lokta Paper Craft,1.0,1,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
Kotilingeshwor Mahadev Mandir Temple,3.5,3,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False
Dharmadhaatu Stupa,3.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True
Lucky Traders & Exporter,4.0,1,['Shopping Malls'],False,False,False,False,True,False,False,False,False
Manjushree Temple,2.5,2,['Religious Sites'],True,True,False,False,False,False,False,False,True
Shree Bhawani Shankar Temple,3.0,1,['Religious Sites'],True,True,False,False,False,False,False,False,True
Direction Exhibition & Convention Center,4.0,2,['Convention Centers'],True,True,False,False,False,False,False,False,False
The Charumati Vihara Stupa,4.0,1,"['Historic Sites', 'Religious Sites']",True,True,False,False,False,False,False,False,False
Brass and Bronze Museum,4.0,1,"['Art Museums', 'History Museums']",True,True,False,False,False,False,False,False,False
Buddha Park,3.0,1,['Parks'],False,False,False,False,False,False,False,False,False
Krishna Temple,3.0,1,['Religious Sites'],True,True,False,False,False,False,False,False,True
Bisnumati River,3.0,1,['Bodies of Water'],False,False,True,False,False,False,False,False,False
Bijeshwari Temple,3.0,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
Shobabaghwati,3.0,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
Drugon Jangchu Monastery,3.0,1,['Religious Sites'],True,True,False,False,False,False,False,False,True
Dhansa Dega,3.0,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
Department of Immigration,1.0,3,['Government Buildings'],True,True,False,False,False,False,False,False,False
Mahadev Mandir Temple,3.0,1,"['Architectural Buildings', 'Religious Sites']",True,True,False,False,False,False,False,False,False
Ram Chandra Temple,3.0,1,"['Points of Interest & Landmarks', 'Religious Sites']",True,True,True,False,False,False,False,False,False
Espace de visite,4.0,1,['Points of Interest & Landmarks'],True,True,True,False,False,False,False,False,False
Manhal Healing,3.0,0,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False
Nepal Hiking Team,5.0,841,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Nepal Eco Adventure,5.0,1304,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False
Ace the Himalaya,5.0,1366,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Adventure-Pulse,5.0,232,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False
Mountain Mart Treks & Expedition,5.0,765,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False
Himalaya Holiday Service,5.0,294,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True
Mountain Delights Treks & Expedition,5.0,187,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False
Nepal Horizon Treks & Expedition,5.0,149,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
The Great Adventure Treks & Expedition - Private Day Tours,5.0,369,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Himalayan Quests - Day Tours,5.0,134,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False
Incredible Treks,5.0,254,"['River Rafting & Tubing', 'Cultural Tours']",False,False,False,True,False,False,False,False,False
Magical Nepal,5.0,155,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Visit Himalaya Treks,5.0,146,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False
Thai Nepal Travels and Tours,5.0,134,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Himalayan Friends Trekking - Day Tours,5.0,134,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False
Mountain Holiday Treks & Expedition,5.0,97,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Third Rock Adventures,5.0,226,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Himalayan Car Rental Nepal,5.0,156,"['Bus Services', 'Taxis & Shuttles']",False,False,False,False,False,False,False,False,False
Nepal Ayurveda Home,5.0,101,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False
Dream Heaven Adventure,5.0,123,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Exciting Nepal Treks and Expedition,5.0,366,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False
A1 Excursion - Private Day Tours,5.0,132,['Private Tours'],False,False,True,False,False,False,False,False,False
Mosaic Adventure,5.0,588,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False
Tramping Himalaya,5.0,103,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False
Destination Unlimited Treks & Expeditions,5.0,247,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Pariwar Holidays,5.0,620,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False
Vista Trek,5.0,190,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True
Odea Services,5.0,179,"['Helicopter Tours', 'Historical & Heritage Tours']",False,False,True,True,False,False,False,False,False
Ambition Himalaya Treks & Expeditions,5.0,252,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Osho Vision Treks and Expedition,5.0,212,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Landmark Discovery Treks –  Day Tours,5.0,189,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Friends Adventure Team,5.0,251,"['Canyoning & Rappelling Tours', 'Walking Tours']",False,False,False,True,False,False,False,False,False
Outshine Adventure,5.0,268,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Osho Divine Zone,5.0,119,"['Yoga & Pilates', 'Spas']",False,False,False,False,False,True,False,False,False
Discovery World Trekking,5.0,555,"['Multi-day Tours', 'River Rafting & Tubing']",True,False,False,False,False,False,False,False,False
Nepal Gateway Trekking,5.0,147,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Access Nepal Tour & Trekking,5.0,294,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Trekking Team Group,5.0,144,"['Cultural Tours', 'Eco Tours']",False,True,False,False,False,False,False,False,True
Destination Himalaya Treks and Expedition,5.0,153,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False
Earthbound Expeditions,5.0,565,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Unique Path Trekking & Expedition,5.0,140,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Travel Maker South Asia,5.0,225,"['Cultural Tours', 'Adrenaline & Extreme Tours']",False,True,False,False,False,False,False,False,True
Nepal Alibaba Treks & Tours Pvt Ltd,5.0,105,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Alpine Ramble Treks,5.0,240,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Info Nepal Treks and Expedition,5.0,206,"['City Tours', 'River Rafting & Tubing']",True,True,False,False,True,False,False,False,False
Epic Adventures - Day Tours,5.0,259,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Hiking Adventure Treks,5.0,115,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False
Nepal Hiking Adventure Company - Private Day Tours,5.0,172,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Satori Adventures,5.0,179,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False
Happyland Treks,5.0,128,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Adventure Nepal Eco Treks - Private Kathmandu Day Tour,5.0,141,['Eco Tours'],False,False,False,True,False,False,False,False,False
Nepal Cooking School,5.0,723,['Cooking Classes'],False,False,False,False,False,False,True,False,False
White Hill Adventure,5.0,190,"['Sightseeing Tours', 'Day Trips']",False,True,True,True,False,False,False,False,False
Apex Himalaya Trek and Tour – Private Day Tours,5.0,142,"['Cultural Tours', 'Sightseeing Tours']",False,True,False,False,False,False,False,False,True
Mountain Monarch Adventures - Private Day Tours,5.0,529,"['Walking Tours', 'Climbing Tours']",False,False,False,False,False,False,False,False,False
Himalayan Adventure,5.0,179,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Nepal Trekking Experts Pvt Ltd,5.0,308,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Nepal Explore Summit Trek Pvt Ltd,5.0,217,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False
Third Eye Adventure,5.0,207,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Base Camp Adventure,5.0,288,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False
Backpacker Treks and Expedition,5.0,125,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False
AID Journeys & Adventure,5.0,88,"['City Tours', 'Climbing Tours']",True,True,False,False,True,False,False,False,False
Gokyo Treks and Expedition,5.0,315,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Himalayas On Foot - Day Tours,5.0,182,['Private Tours'],False,False,True,False,False,False,False,False,False
Fewa Trail Treks - Kathmandu,5.0,95,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False
High Venture Plus,5.0,334,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Mountain World Treks - Day Tours,5.0,356,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Nepal Peak Adventure,5.0,96,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Escape Himalaya Trek and Expedition,5.0,86,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Good Vibe Adventure,5.0,242,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False
Adventure Himalaya Circuit Treks and Tours - Private Day Tours,5.0,375,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Adventure Treks Nepal,5.0,271,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
City Motorbike,5.0,162,"['4WD, ATV & Off-Road Tours', 'Motorcycle Tours']",False,False,False,True,False,False,False,False,False
Nepal Yoga Home,5.0,325,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False
Himalayan Glacier Trekking - Private Day Tours,5.0,479,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False
Trek Nepal Int'l - Day Tours,5.0,188,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Trekking Planner - Private One Day Activities,5.0,285,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Index Adventure,5.0,222,"['City Tours', 'River Rafting & Tubing']",True,True,False,False,True,False,False,False,False
Himkala Adventure,5.0,614,"['City Tours', 'Adrenaline & Extreme Tours']",True,True,False,False,True,False,False,False,False
Mission Himalaya Treks - Private Day Tour,5.0,102,"['Helicopter Tours', 'Sightseeing Tours']",False,False,True,True,False,False,False,False,False
Mission Eco Trek - Day Tours,5.0,182,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Adventure Bound,5.0,255,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True
Himalayan Partner Treks & Expedition,5.0,166,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False
Adventure Mountain Explore Trek & Expedition,5.0,269,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False
World Himalayan Destination Pvt Ltd,5.0,132,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Nepal Ascent Treks,5.0,98,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False
Breakfree Adventures - Private Day Tours,5.0,395,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False
Mountain Adventure Trekking (Pvt) Ltd,5.0,119,['Bike Tours'],False,False,False,True,False,False,False,False,False
Trekking Team Pvt Ltd - Day Tours,5.0,545,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False
Actual Adventure Trekking and Expedition,5.0,263,"['Cultural Tours', 'Eco Tours']",False,True,False,False,False,False,False,False,True
Himalaya Hub Adventure,5.0,514,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False
Peace Nepal Treks - Day Tours,5.0,183,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False
Himalayan Abode Travels and Tours Treks and Expeditions - Private Kathmandu Day Tour,5.0,204,"['Hiking & Camping Tours', 'Private Tours']",False,False,False,True,False,False,False,False,False
Nepal Wilderness Trekking,5.0,171,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False
Explore Himalaya Travel & Adventure - Private Day Tours,5.0,256,"['Bike Tours', 'Climbing Tours']",False,False,False,True,False,False,False,False,False
Himalayan Wonders Day Tours,5.0,486,['Sightseeing Tours'],False,True,True,True,False,False,False,False,False
Adventure White Himalaya Treks,5.0,103,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False
Himalayan Gateway Trek,5.0,135,"['River Rafting & Tubing', 'Historical & Heritage Tours']",False,False,False,True,False,False,False,False,False
Seeing Hands Clinic,5.0,608,['Spas'],False,False,False,False,False,True,False,False,False
